Nivel,Accuracy,Tiempo_Promedio,Racha,Accion
1,1.0,0.94,-2,MANTENER
3,1.0,1.18,0,MANTENER
1,1.0,1.03,0,MANTENER
3,1.0,1.4,3,MANTENER
4,1.0,0.81,0,MANTENER
1,0.5,2.73,2,BAJAR
1,1.0,0.93,2,SUBIR
1,0.5,1.93,0,BAJAR
1,1.0,1.4,-1,MANTENER
3,1.0,1.44,-3,MANTENER
4,0.8,1.78,5,MANTENER
1,0.5,1.86,1,BAJAR
2,0.67,2.75,1,MANTENER
4,1.0,1.43,1,MANTENER
1,1.0,1.83,3,SUBIR
3,0.75,2.88,-1,BAJAR
4,1.0,0.94,-1,MANTENER
2,0.67,1.81,-3,BAJAR
3,0.75,2.76,5,MANTENER
5,0.83,2.07,5,MANTENER
1,1.0,1.55,4,SUBIR
5,0.83,2.3,4,MANTENER
5,1.0,1.33,2,MANTENER
1,0.5,2.82,1,BAJAR
2,1.0,1.25,-1,MANTENER
2,1.0,0.91,-3,MANTENER
3,0.5,1.55,3,BAJAR
3,1.0,2.3,0,MANTENER
1,1.0,0.98,3,SUBIR
4,0.6,1.77,-2,BAJAR
5,1.0,1.13,1,MANTENER
5,1.0,1.12,2,MANTENER
3,1.0,0.92,5,SUBIR
2,1.0,1.47,2,MANTENER
1,1.0,1.1,3,SUBIR
3,1.0,1.36,-3,MANTENER
3,0.75,2.49,-3,BAJAR
3,1.0,1.42,0,MANTENER
2,1.0,1.16,-2,MANTENER
1,1.0,0.97,2,SUBIR
4,1.0,1.05,1,MANTENER
2,1.0,1.1,1,MANTENER
2,1.0,1.25,0,MANTENER
3,0.75,2.65,4,MANTENER
3,1.0,2.35,-3,MANTENER
2,0.67,1.97,-1,BAJAR
3,1.0,1.28,2,MANTENER
2,1.0,1.6,4,SUBIR
3,1.0,1.53,2,MANTENER
5,1.0,0.99,4,SUBIR
2,1.0,1.37,-2,MANTENER
3,0.75,2.4,-1,BAJAR
2,1.0,2.39,-3,MANTENER
4,0.8,2.21,-2,BAJAR
4,0.8,2.2,0,MANTENER
5,0.83,1.88,1,MANTENER
4,1.0,1.07,3,MANTENER
2,1.0,1.24,2,MANTENER
4,1.0,1.31,4,SUBIR
4,1.0,1.41,-1,MANTENER
4,1.0,1.48,0,MANTENER
3,0.75,2.64,4,MANTENER
3,0.75,2.49,2,MANTENER
1,0.5,1.6,-2,BAJAR
4,1.0,1.03,-1,MANTENER
1,0.5,1.63,-1,BAJAR
2,1.0,0.89,-3,MANTENER
1,1.0,1.23,1,MANTENER
2,1.0,1.01,0,MANTENER
2,1.0,1.19,-3,MANTENER
4,1.0,1.28,2,MANTENER
5,1.0,1.13,1,MANTENER
3,1.0,1.33,4,SUBIR
3,1.0,1.1,0,MANTENER
5,0.83,2.25,0,MANTENER
1,0.5,2.68,4,BAJAR
1,1.0,1.48,1,MANTENER
2,0.33,1.46,3,BAJAR
1,0.5,2.15,2,BAJAR
5,1.0,1.57,3,MANTENER
3,1.0,1.56,1,MANTENER
4,1.0,1.41,-2,MANTENER
3,1.0,1.45,3,MANTENER
4,0.8,2.94,-3,BAJAR
4,1.0,0.85,1,MANTENER
4,0.8,1.84,0,MANTENER
2,1.0,2.07,5,MANTENER
5,0.83,3.38,4,MANTENER
5,1.0,1.46,2,MANTENER
5,1.0,1.0,4,SUBIR
1,1.0,1.33,2,SUBIR
2,1.0,1.42,-2,MANTENER
1,1.0,0.93,2,SUBIR
2,1.0,1.05,5,SUBIR
4,0.6,3.04,-1,BAJAR
4,1.0,0.94,5,SUBIR
3,1.0,1.48,-2,MANTENER
1,0.5,1.74,2,BAJAR
5,1.0,1.47,5,MANTENER
3,1.0,1.02,0,MANTENER
1,1.0,1.01,5,SUBIR
1,1.0,0.86,2,SUBIR
2,1.0,1.07,4,SUBIR
5,1.0,2.24,1,MANTENER
2,0.33,1.67,-2,BAJAR
3,0.25,3.52,4,BAJAR
1,0.5,1.68,4,BAJAR
4,1.0,1.29,0,MANTENER
5,0.83,2.28,-1,BAJAR
2,1.0,1.1,1,MANTENER
4,0.8,2.76,2,MANTENER
1,0.5,1.62,3,BAJAR
5,1.0,1.25,4,SUBIR
5,0.83,1.82,-3,BAJAR
5,1.0,1.18,2,MANTENER
1,1.0,1.15,2,SUBIR
4,0.8,1.74,-1,BAJAR
4,0.8,2.06,2,MANTENER
5,1.0,1.46,3,MANTENER
5,1.0,1.31,0,MANTENER
4,0.8,2.36,-2,BAJAR
2,0.67,2.17,3,MANTENER
3,0.75,2.07,-3,BAJAR
3,1.0,1.54,2,MANTENER
4,1.0,0.99,-1,MANTENER
1,1.0,2.29,5,MANTENER
4,1.0,1.0,-1,MANTENER
2,0.67,2.47,2,MANTENER
2,1.0,0.92,-1,MANTENER
2,1.0,1.0,-2,MANTENER
3,0.75,1.94,1,MANTENER
2,1.0,0.93,-2,MANTENER
2,0.67,2.19,2,MANTENER
4,0.2,2.34,5,BAJAR
3,1.0,0.89,-3,MANTENER
2,0.0,1.69,1,BAJAR
2,1.0,2.06,0,MANTENER
2,1.0,1.11,-1,MANTENER
5,1.0,1.16,2,MANTENER
1,0.5,2.3,-3,BAJAR
4,0.8,2.31,0,MANTENER
5,0.83,3.03,3,MANTENER
3,0.5,2.52,2,BAJAR
3,1.0,1.5,3,MANTENER
4,1.0,1.56,-1,MANTENER
2,0.67,2.03,3,MANTENER
4,1.0,1.12,3,MANTENER
1,1.0,1.07,2,SUBIR
5,0.83,2.03,5,MANTENER
5,1.0,0.97,-3,MANTENER
2,0.67,2.37,2,MANTENER
1,1.0,1.58,0,MANTENER
2,1.0,1.41,3,SUBIR
5,0.67,2.88,4,MANTENER
1,1.0,1.25,-3,MANTENER
2,0.33,2.95,-1,BAJAR
1,1.0,1.08,2,SUBIR
1,1.0,0.91,5,SUBIR
2,1.0,1.52,-2,MANTENER
5,1.0,1.46,5,MANTENER
5,1.0,1.39,2,MANTENER
5,1.0,1.26,4,MANTENER
3,0.75,3.6,2,MANTENER
2,1.0,1.54,-1,MANTENER
5,1.0,0.92,3,MANTENER
2,1.0,1.35,5,SUBIR
3,1.0,0.81,1,MANTENER
1,0.0,2.45,2,BAJAR
4,0.8,3.65,4,MANTENER
1,0.0,2.66,-1,BAJAR
1,1.0,1.55,-3,MANTENER
4,0.8,2.62,1,MANTENER
4,0.8,1.86,4,MANTENER
4,1.0,1.87,-3,MANTENER
3,0.5,1.61,5,BAJAR
1,1.0,1.27,-3,MANTENER
2,1.0,1.26,4,SUBIR
5,1.0,0.89,4,SUBIR
5,0.67,2.76,-1,BAJAR
5,1.0,0.86,-3,MANTENER
1,1.0,0.87,2,SUBIR
1,0.5,3.12,0,BAJAR
4,0.8,2.73,1,MANTENER
3,1.0,1.05,2,MANTENER
5,0.67,2.28,-2,BAJAR
1,1.0,1.42,4,SUBIR
2,0.0,1.78,-2,BAJAR
4,0.6,2.57,2,MANTENER
4,1.0,0.81,-3,MANTENER
3,1.0,1.19,2,MANTENER
5,1.0,0.95,2,MANTENER
3,1.0,2.08,0,MANTENER
3,0.5,1.95,2,BAJAR
1,0.5,1.92,-1,BAJAR
5,1.0,1.39,-2,MANTENER
3,0.75,2.38,-1,BAJAR
3,0.75,2.11,1,MANTENER
1,0.5,2.08,4,BAJAR
2,0.0,1.98,3,BAJAR
4,1.0,1.18,-3,MANTENER
4,1.0,1.32,1,MANTENER
3,1.0,1.52,5,SUBIR
2,1.0,0.9,3,SUBIR
5,1.0,1.01,-1,MANTENER
5,1.0,2.39,0,MANTENER
1,0.5,1.54,4,BAJAR
2,1.0,0.9,-1,MANTENER
2,0.33,2.04,0,BAJAR
1,0.0,2.42,-2,BAJAR
3,1.0,1.19,1,MANTENER
3,1.0,1.44,-3,MANTENER
2,1.0,2.02,5,MANTENER
5,1.0,1.83,0,MANTENER
2,0.67,1.97,4,MANTENER
2,0.33,2.51,-1,BAJAR
5,1.0,2.16,4,MANTENER
2,0.33,1.98,-1,BAJAR
1,0.5,3.35,5,BAJAR
5,1.0,1.37,5,MANTENER
3,0.5,2.9,5,BAJAR
3,0.75,2.79,1,MANTENER
3,1.0,1.25,5,SUBIR
5,1.0,0.99,1,MANTENER
2,1.0,1.3,3,SUBIR
2,0.67,2.17,3,MANTENER
1,0.5,2.03,-1,BAJAR
1,1.0,0.93,-3,MANTENER
2,0.67,2.28,-3,BAJAR
3,1.0,1.07,4,SUBIR
1,0.5,2.17,-2,BAJAR
1,1.0,1.54,3,SUBIR
3,1.0,1.25,1,MANTENER
5,1.0,1.26,2,MANTENER
3,1.0,2.34,3,MANTENER
2,1.0,0.84,-3,MANTENER
1,1.0,1.59,2,SUBIR
1,1.0,0.93,4,SUBIR
3,1.0,1.22,5,SUBIR
2,0.67,2.71,-3,BAJAR
2,1.0,1.5,-2,MANTENER
5,0.83,2.37,5,MANTENER
1,0.5,2.79,-2,BAJAR
3,1.0,1.09,-1,MANTENER
1,1.0,0.81,5,SUBIR
3,1.0,1.03,-2,MANTENER
1,1.0,1.32,4,SUBIR
2,1.0,0.8,-1,MANTENER
3,0.5,1.97,-2,BAJAR
2,1.0,1.34,4,SUBIR
5,1.0,1.59,0,MANTENER
4,1.0,0.85,0,MANTENER
2,1.0,1.38,1,MANTENER
2,1.0,0.85,4,SUBIR
3,1.0,1.1,5,SUBIR
4,1.0,1.28,0,MANTENER
1,1.0,1.11,2,SUBIR
2,1.0,0.88,2,MANTENER
1,1.0,1.09,1,MANTENER
5,1.0,1.57,1,MANTENER
4,0.8,2.85,-1,BAJAR
1,1.0,1.41,-3,MANTENER
2,1.0,1.59,-1,MANTENER
4,0.8,2.88,5,MANTENER
4,1.0,1.54,5,MANTENER
3,1.0,1.41,-1,MANTENER
5,1.0,1.39,-1,MANTENER
5,1.0,1.44,3,MANTENER
2,0.67,2.42,-3,BAJAR
3,0.75,3.3,2,MANTENER
5,0.83,2.3,0,MANTENER
4,1.0,1.04,0,MANTENER
5,0.83,2.17,-3,BAJAR
3,1.0,1.01,4,SUBIR
3,1.0,0.99,3,MANTENER
3,1.0,1.28,3,MANTENER
2,0.33,2.58,4,BAJAR
1,1.0,1.0,4,SUBIR
1,1.0,1.47,0,MANTENER
1,0.5,1.54,-1,BAJAR
2,1.0,1.55,5,SUBIR
1,1.0,1.44,0,MANTENER
1,0.5,1.23,0,BAJAR
5,0.83,2.5,3,MANTENER
4,1.0,1.52,4,MANTENER
5,1.0,1.14,-2,MANTENER
4,0.8,2.52,2,MANTENER
3,1.0,1.35,-2,MANTENER
1,0.0,1.53,0,BAJAR
3,1.0,1.06,1,MANTENER
1,0.5,2.12,2,BAJAR
4,1.0,0.92,2,MANTENER
2,0.67,2.47,4,MANTENER
1,1.0,2.13,-2,MANTENER
1,1.0,1.17,4,SUBIR
3,0.75,2.1,4,MANTENER
4,1.0,1.45,2,MANTENER
5,0.83,2.38,0,MANTENER
1,1.0,1.18,-3,MANTENER
4,1.0,1.28,4,SUBIR
1,1.0,1.2,-3,MANTENER
1,1.0,1.07,-2,MANTENER
4,1.0,1.26,4,SUBIR
2,1.0,1.4,5,SUBIR
3,1.0,1.1,5,SUBIR
2,0.67,1.8,5,MANTENER
4,1.0,1.14,-2,MANTENER
5,0.83,2.13,1,MANTENER
4,1.0,1.17,-2,MANTENER
5,1.0,1.07,2,MANTENER
5,1.0,0.82,4,SUBIR
2,1.0,1.59,-2,MANTENER
5,0.83,1.62,1,MANTENER
4,1.0,1.14,0,MANTENER
2,0.33,2.44,3,BAJAR
2,0.33,2.48,-3,BAJAR
2,1.0,1.08,-2,MANTENER
4,0.8,2.22,-3,BAJAR
2,0.67,2.58,-3,BAJAR
2,1.0,1.81,3,MANTENER
2,1.0,1.29,5,SUBIR
4,1.0,1.39,2,MANTENER
5,0.83,2.19,4,MANTENER
3,1.0,1.33,-3,MANTENER
4,1.0,0.9,-2,MANTENER
5,1.0,1.24,-1,MANTENER
1,0.5,2.8,5,BAJAR
3,0.75,2.87,3,MANTENER
5,0.83,2.51,4,MANTENER
4,1.0,1.01,2,MANTENER
5,1.0,0.88,1,MANTENER
5,0.17,2.39,2,BAJAR
4,1.0,1.36,3,MANTENER
2,1.0,1.32,-1,MANTENER
3,1.0,1.32,4,SUBIR
5,0.83,2.25,0,MANTENER
5,0.83,2.24,-2,BAJAR
5,1.0,1.4,0,MANTENER
5,1.0,1.57,-2,MANTENER
4,1.0,0.9,-3,MANTENER
5,1.0,1.0,2,MANTENER
1,0.0,2.4,0,BAJAR
1,1.0,0.84,-1,MANTENER
3,0.75,3.73,4,MANTENER
1,0.0,2.53,-1,BAJAR
5,1.0,1.24,-3,MANTENER
3,1.0,1.59,3,MANTENER
3,1.0,1.05,0,MANTENER
3,0.5,1.47,1,BAJAR
5,1.0,1.14,-1,MANTENER
2,1.0,1.2,1,MANTENER
3,1.0,1.8,-3,MANTENER
1,0.5,1.7,0,BAJAR
5,0.67,1.89,0,MANTENER
4,0.8,3.21,-1,BAJAR
1,1.0,1.02,5,SUBIR
4,1.0,0.87,0,MANTENER
2,0.67,2.44,2,MANTENER
1,0.0,3.01,2,BAJAR
4,1.0,1.08,-1,MANTENER
3,1.0,1.43,3,MANTENER
5,1.0,0.91,2,MANTENER
4,1.0,1.38,4,SUBIR
1,1.0,1.82,1,MANTENER
1,1.0,1.42,2,SUBIR
4,0.6,2.88,-3,BAJAR
3,1.0,1.09,-1,MANTENER
2,1.0,1.46,-3,MANTENER
2,1.0,1.18,2,MANTENER
4,1.0,1.18,5,SUBIR
5,1.0,1.59,2,MANTENER
4,1.0,0.95,5,SUBIR
4,1.0,1.32,-1,MANTENER
1,1.0,1.29,4,SUBIR
1,1.0,1.3,-2,MANTENER
3,0.75,1.93,2,MANTENER
2,1.0,0.86,-3,MANTENER
1,0.0,2.68,2,BAJAR
1,1.0,0.98,5,SUBIR
1,1.0,1.46,3,SUBIR
3,0.75,2.69,-3,BAJAR
1,0.0,2.61,-3,BAJAR
3,1.0,1.47,0,MANTENER
1,1.0,0.92,-1,MANTENER
2,0.67,2.14,-1,BAJAR
5,1.0,1.36,1,MANTENER
2,0.33,1.95,-3,BAJAR
5,1.0,1.44,1,MANTENER
5,1.0,1.35,4,MANTENER
4,0.8,1.84,-3,BAJAR
2,1.0,0.96,5,SUBIR
5,1.0,1.48,4,MANTENER
2,1.0,1.29,3,SUBIR
2,0.67,2.46,3,MANTENER
3,0.75,1.67,1,MANTENER
2,0.33,2.68,5,BAJAR
3,0.75,2.36,5,MANTENER
4,1.0,2.17,1,MANTENER
3,0.5,1.5,5,BAJAR
4,0.8,1.41,-3,BAJAR
1,1.0,0.95,2,SUBIR
5,1.0,1.24,-2,MANTENER
5,0.33,1.53,4,BAJAR
4,0.8,1.84,3,MANTENER
1,1.0,1.25,3,SUBIR
2,0.33,2.79,0,BAJAR
3,1.0,0.92,-3,MANTENER
3,1.0,1.35,1,MANTENER
2,1.0,1.52,3,SUBIR
1,0.5,1.62,5,BAJAR
5,1.0,1.46,4,MANTENER
2,1.0,1.42,0,MANTENER
5,1.0,1.55,4,MANTENER
5,1.0,0.84,1,MANTENER
5,1.0,1.15,-3,MANTENER
3,0.0,2.55,5,BAJAR
3,1.0,1.0,4,SUBIR
3,0.75,2.28,-2,BAJAR
1,0.5,2.77,1,BAJAR
5,0.83,1.78,1,MANTENER
4,1.0,1.08,-3,MANTENER
5,0.17,2.09,4,BAJAR
1,1.0,2.59,-3,MANTENER
5,1.0,0.99,-2,MANTENER
5,1.0,0.97,3,MANTENER
4,1.0,0.8,1,MANTENER
3,1.0,1.33,-3,MANTENER
5,0.83,2.92,3,MANTENER
5,0.83,2.54,-2,BAJAR
1,1.0,1.37,1,MANTENER
4,1.0,1.33,-1,MANTENER
4,1.0,1.42,2,MANTENER
3,1.0,0.99,-3,MANTENER
3,0.5,2.04,3,BAJAR
4,0.8,1.76,5,MANTENER
1,0.5,2.31,0,BAJAR
3,1.0,1.4,5,SUBIR
2,1.0,1.35,2,MANTENER
3,1.0,1.31,0,MANTENER
3,1.0,0.9,-3,MANTENER
5,0.67,2.0,4,MANTENER
2,0.67,2.36,1,MANTENER
1,1.0,1.34,-3,MANTENER
2,1.0,1.19,3,SUBIR
2,0.67,3.4,3,MANTENER
4,1.0,1.33,-3,MANTENER
5,1.0,1.41,3,MANTENER
4,1.0,0.91,3,MANTENER
1,0.5,2.21,-3,BAJAR
5,1.0,0.86,5,SUBIR
5,1.0,1.47,-2,MANTENER
4,0.8,3.34,-2,BAJAR
1,1.0,0.94,-2,MANTENER
2,0.67,2.43,2,MANTENER
4,1.0,1.22,3,MANTENER
1,0.5,1.55,-3,BAJAR
1,1.0,1.34,1,MANTENER
1,1.0,1.6,1,MANTENER
2,1.0,1.84,2,MANTENER
1,1.0,1.48,3,SUBIR
1,1.0,1.22,4,SUBIR
1,1.0,1.37,-2,MANTENER
4,1.0,1.2,3,MANTENER
1,1.0,1.15,-1,MANTENER
1,0.5,1.94,-3,BAJAR
2,1.0,2.28,0,MANTENER
5,1.0,0.99,1,MANTENER
5,1.0,1.12,-1,MANTENER
2,1.0,1.55,5,SUBIR
5,1.0,1.04,0,MANTENER
5,1.0,1.26,3,MANTENER
4,0.2,3.06,2,BAJAR
5,1.0,1.6,-2,MANTENER
2,0.33,2.68,1,BAJAR
3,1.0,1.4,1,MANTENER
1,1.0,0.84,3,SUBIR
5,1.0,1.24,4,SUBIR
2,1.0,2.43,-1,MANTENER
2,1.0,1.57,5,SUBIR
2,1.0,1.05,1,MANTENER
4,0.6,1.98,1,MANTENER
3,1.0,2.27,-3,MANTENER
5,0.83,1.55,-3,BAJAR
1,1.0,1.1,5,SUBIR
4,0.6,2.72,5,MANTENER
2,0.67,1.69,0,MANTENER
3,0.25,1.85,1,BAJAR
4,1.0,0.88,-2,MANTENER
2,0.67,2.06,5,MANTENER
4,1.0,0.91,-2,MANTENER
3,0.5,2.18,-1,BAJAR
1,0.5,2.5,3,BAJAR
2,0.33,1.75,4,BAJAR
3,0.75,1.55,2,MANTENER
1,0.5,1.97,1,BAJAR
3,1.0,0.84,0,MANTENER
1,1.0,0.94,5,SUBIR
5,0.5,2.7,5,BAJAR
5,0.67,2.16,-3,BAJAR
5,1.0,0.97,3,MANTENER
2,1.0,1.16,2,MANTENER
2,1.0,1.03,5,SUBIR
4,0.6,2.51,0,MANTENER
1,0.5,2.39,0,BAJAR
4,1.0,1.54,4,MANTENER
1,1.0,0.97,3,SUBIR
1,0.0,2.27,-3,BAJAR
1,1.0,1.25,3,SUBIR
1,1.0,1.98,0,MANTENER
5,1.0,1.34,0,MANTENER
1,1.0,1.11,3,SUBIR
4,1.0,1.08,4,SUBIR
4,1.0,1.25,0,MANTENER
4,1.0,1.08,5,SUBIR
4,1.0,0.95,3,MANTENER
1,1.0,2.01,3,MANTENER
2,0.33,2.54,2,BAJAR
5,0.67,1.85,2,MANTENER
5,1.0,1.34,5,MANTENER
4,1.0,2.07,2,MANTENER
1,1.0,1.23,1,MANTENER
3,1.0,1.27,1,MANTENER
5,1.0,1.23,5,SUBIR
4,1.0,0.96,-2,MANTENER
2,1.0,1.22,1,MANTENER
4,1.0,1.29,3,MANTENER
4,1.0,1.12,-1,MANTENER
1,1.0,0.99,3,SUBIR
5,1.0,0.94,0,MANTENER
5,1.0,0.99,-1,MANTENER
4,1.0,1.54,0,MANTENER
2,1.0,1.15,-1,MANTENER
5,0.83,3.52,-1,BAJAR
5,0.83,2.73,-1,BAJAR
3,1.0,1.32,5,SUBIR
4,1.0,1.6,3,MANTENER
4,1.0,0.87,1,MANTENER
4,0.6,2.79,-3,BAJAR
4,0.6,2.62,2,MANTENER
5,0.83,2.6,4,MANTENER
5,1.0,1.55,4,MANTENER
2,1.0,2.39,-1,MANTENER
4,0.8,2.41,-3,BAJAR
5,0.83,2.68,-3,BAJAR
2,1.0,1.42,4,SUBIR
2,0.67,2.62,1,MANTENER
3,1.0,1.17,4,SUBIR
2,1.0,0.85,2,MANTENER
5,0.83,2.61,4,MANTENER
4,1.0,1.2,4,SUBIR
1,1.0,1.42,-1,MANTENER
4,0.8,2.19,-3,BAJAR
5,1.0,1.45,-1,MANTENER
3,0.75,2.31,1,MANTENER
3,0.75,2.07,5,MANTENER
5,0.83,1.84,-3,BAJAR
5,0.67,1.96,5,MANTENER
5,1.0,1.56,1,MANTENER
1,1.0,0.88,5,SUBIR
4,1.0,0.96,1,MANTENER
1,1.0,0.94,-2,MANTENER
2,1.0,1.38,3,SUBIR
3,0.75,2.5,3,MANTENER
2,0.67,1.76,-2,BAJAR
1,1.0,1.58,2,SUBIR
2,1.0,2.54,5,MANTENER
2,0.67,1.38,-2,BAJAR
4,1.0,1.12,5,SUBIR
2,1.0,2.32,0,MANTENER
3,1.0,1.34,1,MANTENER
1,0.0,1.75,0,BAJAR
3,0.75,2.33,2,MANTENER
4,1.0,0.83,-1,MANTENER
4,0.6,1.72,-3,BAJAR
5,0.83,2.28,5,MANTENER
4,1.0,1.24,3,MANTENER
2,0.67,2.04,3,MANTENER
5,0.17,2.36,5,BAJAR
5,0.5,2.23,3,BAJAR
3,0.25,3.56,-3,BAJAR
2,1.0,1.46,0,MANTENER
1,1.0,2.3,0,MANTENER
2,1.0,0.83,-2,MANTENER
5,1.0,1.54,5,MANTENER
2,1.0,1.32,3,SUBIR
4,1.0,1.53,-3,MANTENER
2,0.67,2.83,-2,BAJAR
5,1.0,0.92,-3,MANTENER
1,1.0,2.53,0,MANTENER
1,1.0,1.14,3,SUBIR
1,1.0,1.39,4,SUBIR
4,1.0,1.44,5,MANTENER
2,1.0,1.32,-3,MANTENER
2,0.33,1.8,5,BAJAR
3,1.0,1.41,2,MANTENER
5,1.0,0.81,-3,MANTENER
2,0.0,2.81,-1,BAJAR
2,1.0,1.16,-2,MANTENER
1,1.0,1.59,0,MANTENER
1,1.0,1.37,3,SUBIR
3,1.0,1.36,5,SUBIR
1,0.0,2.7,3,BAJAR
2,1.0,2.03,-3,MANTENER
5,1.0,2.12,-1,MANTENER
5,1.0,1.17,-1,MANTENER
4,1.0,1.1,3,MANTENER
1,0.5,2.25,2,BAJAR
1,1.0,1.32,3,SUBIR
5,1.0,0.84,-1,MANTENER
2,1.0,1.47,3,SUBIR
4,0.6,1.95,-3,BAJAR
4,1.0,2.58,1,MANTENER
5,0.67,2.12,-1,BAJAR
3,1.0,1.57,-2,MANTENER
5,1.0,1.5,3,MANTENER
5,1.0,1.44,0,MANTENER
3,1.0,1.22,-1,MANTENER
5,0.0,2.51,1,BAJAR
5,1.0,1.55,4,MANTENER
1,1.0,1.4,1,MANTENER
1,1.0,1.59,-3,MANTENER
2,1.0,1.38,5,SUBIR
1,1.0,1.98,-1,MANTENER
4,1.0,2.3,5,MANTENER
4,0.8,1.95,-1,BAJAR
1,1.0,0.91,1,MANTENER
4,1.0,0.81,-3,MANTENER
3,0.75,1.85,-2,BAJAR
5,1.0,0.93,0,MANTENER
3,1.0,1.53,2,MANTENER
3,1.0,2.58,5,MANTENER
3,0.0,2.49,4,BAJAR
2,0.67,2.41,-2,BAJAR
3,1.0,1.41,4,SUBIR
2,0.67,1.63,-2,BAJAR
4,1.0,1.42,0,MANTENER
1,1.0,0.88,1,MANTENER
4,1.0,0.81,4,SUBIR
2,0.67,2.71,-2,BAJAR
4,0.8,2.28,-3,BAJAR
1,1.0,1.15,2,SUBIR
5,1.0,1.15,5,SUBIR
4,1.0,2.27,-3,MANTENER
3,0.75,1.79,-1,BAJAR
3,1.0,1.28,-1,MANTENER
2,0.0,2.59,4,BAJAR
5,0.67,1.96,-3,BAJAR
2,1.0,1.24,4,SUBIR
4,1.0,2.52,2,MANTENER
4,0.8,2.12,1,MANTENER
4,0.8,2.1,1,MANTENER
5,0.0,1.33,0,BAJAR
1,0.5,2.43,1,BAJAR
4,1.0,1.43,-2,MANTENER
3,1.0,2.28,4,MANTENER
1,0.0,2.04,1,BAJAR
2,1.0,1.43,-1,MANTENER
2,1.0,0.95,-2,MANTENER
4,0.6,1.69,-3,BAJAR
3,1.0,0.98,-1,MANTENER
5,0.67,2.0,1,MANTENER
4,1.0,1.23,0,MANTENER
2,1.0,1.38,4,SUBIR
5,1.0,1.29,-2,MANTENER
4,0.8,1.71,5,MANTENER
5,1.0,1.58,1,MANTENER
1,1.0,1.05,3,SUBIR
1,1.0,1.29,5,SUBIR
4,0.6,1.88,0,MANTENER
4,0.8,1.89,5,MANTENER
3,0.75,2.33,-1,BAJAR
3,0.5,2.65,-1,BAJAR
4,1.0,0.99,-1,MANTENER
3,1.0,0.94,5,SUBIR
3,0.75,2.31,-2,BAJAR
2,1.0,1.02,-1,MANTENER
1,1.0,0.91,2,SUBIR
4,1.0,1.55,0,MANTENER
4,0.6,2.12,-2,BAJAR
3,1.0,2.36,5,MANTENER
2,1.0,0.95,2,MANTENER
3,0.75,2.86,-1,BAJAR
1,1.0,1.3,-1,MANTENER
1,1.0,1.02,2,SUBIR
3,1.0,2.01,5,MANTENER
4,1.0,1.17,2,MANTENER
1,0.5,1.51,0,BAJAR
4,1.0,1.57,2,MANTENER
2,1.0,1.46,4,SUBIR
4,1.0,1.51,1,MANTENER
5,1.0,1.39,0,MANTENER
5,1.0,1.35,-2,MANTENER
2,1.0,0.86,-2,MANTENER
2,1.0,0.92,0,MANTENER
2,1.0,1.39,2,MANTENER
5,1.0,1.27,-1,MANTENER
3,0.5,2.15,1,BAJAR
2,1.0,1.56,5,SUBIR
4,1.0,1.81,3,MANTENER
5,1.0,0.82,0,MANTENER
3,1.0,1.52,-2,MANTENER
5,0.17,2.54,1,BAJAR
4,0.6,2.54,5,MANTENER
2,1.0,1.14,-1,MANTENER
2,1.0,1.27,5,SUBIR
2,1.0,0.83,1,MANTENER
2,0.67,2.41,2,MANTENER
4,1.0,1.56,2,MANTENER
1,1.0,1.17,3,SUBIR
1,1.0,0.98,4,SUBIR
1,1.0,1.03,-3,MANTENER
5,1.0,1.13,3,MANTENER
3,1.0,1.17,-3,MANTENER
3,0.25,2.12,-3,BAJAR
3,0.5,2.47,-3,BAJAR
1,1.0,1.35,1,MANTENER
3,0.75,1.67,4,MANTENER
5,1.0,1.5,5,MANTENER
4,1.0,1.13,5,SUBIR
5,0.67,2.28,2,MANTENER
5,0.83,2.28,1,MANTENER
2,1.0,0.86,1,MANTENER
3,1.0,1.08,5,SUBIR
2,1.0,1.15,4,SUBIR
3,0.5,2.58,4,BAJAR
1,1.0,1.89,0,MANTENER
1,1.0,1.59,2,SUBIR
4,1.0,1.23,4,SUBIR
4,0.0,2.3,2,BAJAR
1,1.0,1.53,-3,MANTENER
2,1.0,1.38,0,MANTENER
4,1.0,1.33,1,MANTENER
2,0.67,2.53,-2,BAJAR
5,0.83,2.6,2,MANTENER
3,1.0,1.35,0,MANTENER
5,0.83,2.2,-2,BAJAR
4,1.0,1.45,4,MANTENER
3,1.0,0.97,3,MANTENER
4,0.8,1.85,4,MANTENER
2,0.67,2.29,-2,BAJAR
1,1.0,1.33,-3,MANTENER
1,1.0,1.45,-1,MANTENER
4,0.6,2.4,3,MANTENER
1,1.0,1.03,3,SUBIR
4,1.0,0.83,2,MANTENER
1,0.5,2.34,5,BAJAR
3,0.75,3.85,3,MANTENER
3,1.0,1.05,2,MANTENER
2,1.0,1.04,1,MANTENER
2,1.0,1.28,5,SUBIR
5,0.83,1.9,4,MANTENER
4,1.0,1.23,4,SUBIR
1,0.5,2.64,3,BAJAR
3,1.0,0.82,-1,MANTENER
2,0.67,1.89,4,MANTENER
3,0.75,2.15,-1,BAJAR
1,1.0,1.08,-2,MANTENER
2,0.67,3.14,-2,BAJAR
4,1.0,1.47,-2,MANTENER
2,1.0,1.07,-1,MANTENER
2,1.0,1.6,-3,MANTENER
4,1.0,1.1,4,SUBIR
3,1.0,1.11,5,SUBIR
